smooth_h,smooth_b,dist_max_h,dist_max_l,trades,pf,wr,equity,max_dd
4,3,125,75,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,125,125,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,125,175,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,125,225,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,125,275,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,175,75,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,175,125,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,175,175,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,175,225,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,175,275,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,225,75,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,225,125,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,225,175,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,225,225,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,225,275,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,275,75,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,275,125,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,275,175,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,275,225,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
4,3,275,275,2508,1.153488598141867,0.47767145135566186,5987.376648437597,2217.596569166255
5,2,75,75,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,75,125,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,75,175,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,75,225,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,75,275,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,125,75,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,125,125,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,125,175,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,125,225,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,125,275,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,175,75,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
5,2,175,125,2535,1.138104903034641,0.483629191321499,5505.254713573103,1808.3518753943918
